,Unnamed: 0,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,address,country_code
4773,5010,307695,Golooji's Chat Waat,1,New Delhi,"India Habitat Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.225607,28.58997,Street Food,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13,"5th, India Habitat Centre, Lodhi Rd, Institutional Area, Lodi Colony, New Delhi, Delhi 110003, India",IND
4774,5011,307693,Oriental Lee,1,New Delhi,"India Habitat Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.225607,28.58997,"Chinese, Thai",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,19,"5th, India Habitat Centre, Lodhi Rd, Institutional Area, Lodi Colony, New Delhi, Delhi 110003, India",IND
4775,5012,301654,Peshawari Restaurant,1,New Delhi,"17, Khanna Market, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.22098050000002,28.5811874,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,55,"c-3/369, 로디 로드, Block C 3, Lodi Colony, New Delhi, Delhi 110003, India",IND
4776,5013,307696,Tikka Town,1,New Delhi,"India Habitat Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.22557187,28.59026109,North Indian,550,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,53,"India Habitat Centre, Core 6A, 1st Floor, Lodhi Rd, Institutional Area, Lodi Colony, New Delhi, Delhi 110003, India",IND
4777,5014,6202,Titu Restaurant,1,New Delhi,"5, Mini Market 2, CGO Complex, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.23113000000002,28.5891449,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,13,"4729-C, Pragati Vihar, New Delhi, Delhi 110003, India",IND
4778,5015,300888,Vijay Dhaba,1,New Delhi,"H 71, Karbla Jor Bagh Lane, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.21767209,28.58415194,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7,"H-69. Jor Bagh Lane Market, B.K Dutt Colony, Block H, BK Dutt Colony, New Delhi, Delhi 110003, India",IND
4779,5016,307694,Wild Willy,1,New Delhi,"India Habitat Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.225607,28.58997,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,19,"5th, India Habitat Centre, Lodhi Rd, Institutional Area, Lodi Colony, New Delhi, Delhi 110003, India",IND
4780,5017,311470,Diva Spiced,1,New Delhi,"79 & 80, Meharchand Market, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2264595,28.5842189,"Asian, Chinese",2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,131,"A-123, Block 10, Lodi Colony, New Delhi, Delhi 110003, India",IND
4781,5018,307692,Granma's Homemade,1,New Delhi,"India Habitat Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.225607,28.58997,"Bakery, Desserts, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,25,"5th, India Habitat Centre, Lodhi Rd, Institutional Area, Lodi Colony, New Delhi, Delhi 110003, India",IND
4782,5019,4924,Karim's,1,New Delhi,"87 & 88, Indian Islamic Cultural Centre, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2222225,28.591054600000003,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good,194,"89, Lodhi Gardens, Lodhi Estate, New Delhi, Delhi 110003, India",IND
4783,5020,302742,Sab Ki Khatir,1,New Delhi,"Ispat Bhawan, Near Petrol Pump, MCD Stall, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2357472,28.5922808,Mughlai,450,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,162,"137a, Lodhi Rd, CGO Complex, Golf Links, New Delhi, Delhi 110003, India",IND
4784,5021,18471330,Golden Bakery,1,New Delhi,"Shop 100, Khanna Market, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2203517,28.5851606,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"62, Khanna Market Rd, Aliganj, BK Dutt Colony, New Delhi, Delhi 110003, India",IND
4785,5022,6269,Krishan Sweets,1,New Delhi,"67, Khanna Market, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.22048056,28.5836,Mithai,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,"781 TO 784, Block 11, Lodi Colony, New Delhi, Delhi 110003, India",IND
4786,5023,18423145,Rai Ji Caterers,1,New Delhi,"6, Shop Mini Market, Lodhi Road Complex, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2284355,28.5823457,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"7, Lodhi Road Quarters, Lodi Colony, New Delhi, Delhi 110003, India",IND
4787,5024,18444040,Szoun Chinese Food,1,New Delhi,"E-89, BK Dutt Colony, Karbala Market, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2161735,28.5823408,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"93, A Block, Block F2, BK Dutt Colony, New Delhi, Delhi 110003, India",IND
4788,5025,18391691,Yummy Mummy @ Delhi,1,New Delhi,"B-126, BK Dutt Colony, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.21643761,28.58161703,"Bengali, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,"53 C1, Block C1, BK Dutt Colony, New Delhi, Delhi 110003, India",IND
4789,5026,1188,Lodi - The Garden Restaurant,1,New Delhi,"Opposite Mausam Bhawan, Near Gate 1, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.2210583,28.590443100000005,"European, Lebanese, Mediterranean",2600,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.2,Green,Very Good,2549,"Lodhi Road, opp. Mausam Bhavan, Lodhi Gardens, Lodhi Estate, New Delhi, Delhi 110003, India",IND
4790,5027,7353,Aggarwal Sweets & Restaurant,1,New Delhi,"NH 8, Near Radission Hotel, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.12312320000002,28.5454809,"North Indian, Mithai, South Indian, Street Food, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,11,"L-322, NH 48, Block R, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4791,5028,7365,Ashirwad Dhaba,1,New Delhi,"3, M.R. Complex, NH 8, Near Rangpuri Bus Stand, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1183586,28.542245399999995,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,"Rangpuri, Block R, Milakpur Kohi Rangpuri, Rangpuri, New Delhi, Delhi 110037, India",IND
4792,5029,303851,Barichi Restaurant,1,New Delhi,"A 29/3, NH 8, Mahipalpur Extension, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1277978,28.549335,"North Indian, South Indian, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,No,3,2.9,Orange,Average,7,"A-67, Delhi - Jaipur Expy, Block B, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4793,5030,9097,Bikaner Sweets,1,New Delhi,"104/2, Near Rangpuri Bus Stand, NH 8, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1184863,28.542164,Mithai,200,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,14,"104/2/2, NH 48, Block R, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4794,5031,7317,Bikaner,1,New Delhi,"L-10, Near IGI Airport, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1249212,28.54646,"Mithai, North Indian, South Indian, Chinese, Street Food",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,6,"PLOT IN KH NO 943/4(2.08), SECOND FLOOR, BLOCK L, near VISHAL MEGA MART, L block, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4795,5032,311067,Chatori Zubaan 2,1,New Delhi,"Near Nike Showroom, Rangpuri, NH-8, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1166056,28.538537100000006,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,5,"567, Gurgaon - Delhi Expy, Mahipalpur, New Delhi, Delhi 110076, India",IND
4796,5033,305201,Chinese Mania,1,New Delhi,"Shop 2, J.D Complex, 11, Old Rangpuri Road, Mahipalpur Extension, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1228985,28.5429052,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,17,"99, Street Number 1, Block R, Mahipalpur Village, Rangpuri, New Delhi, Delhi 110037, India",IND
4797,5034,18312458,Da Pizza Corner,1,New Delhi,"42, Near Sub Station, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1281574,28.5452469,"Fast Food, Pizza",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,6,"MHP-940, Rao Harnath Marg, Block A, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4798,5035,7332,Dhaba Cash 'N' Carry Kitchen,1,New Delhi,"Badam Singh Market, NH 8, Rangpuri Extention, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1180889,28.541502500000004,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,16,"1, Badam Singh Market, Rangpuri, New Delhi, Delhi 110037, India",IND
4799,5036,305180,Dom Dang Kins Restaurant,1,New Delhi,"Shop 4, L 96, Rangpuri Road, Mahipalpur Extension, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1243021,28.543499100000005,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,12,"L-96, Mahipalpur - Rangpuri Rd, K-Block, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4800,5037,4312,First Choice,1,New Delhi,"77, Main Vasant Kunj Road, Near IDBI Bank, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1285132,28.5437505,"North Indian, Chinese, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,11,"K-76, Rao Harnath Marg, K-Block, Milakpur Kohi Rangpuri, Mehrauli, New Delhi, Delhi 110037, India",IND
4801,5038,18356811,Hungry Hut,1,New Delhi,"Main Vasant Kunj Road, Opposite OBC Bank, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1291911,28.5420749,"North Indian, Chinese, Mughlai",700,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,6,"821, 821, Mehrauli Mahipalpur Rd, Mahipalpur Extension, Mahipalpur, New Delhi, Delhi 110037, India",IND
4802,5039,7315,Le Seasons Restaurant,1,New Delhi,"A-1A, NH 8, Mahipalpur Extention, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1252807,28.5473907,"North Indian, Chinese",950,Indian Rupees(Rs.),Yes,No,No,No,2,2.8,Orange,Average,17,"A- 1A, Rd Number 1, Opposite Aerocity Metro Station, A Block, Block B, Mahipalpur Extension, Mahipalpur, New Delhi, Delhi 110037, India",IND
4803,5040,9145,Moti Mahal Delux,1,New Delhi,"La-Sapphire Hotel, A-23, NH 8, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1252807,28.5472115,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.0,Orange,Average,22,"23, Block B, Mahipalpur Extension, Bharthal, New Delhi, Delhi 110037, India",IND
4804,5041,18025111,Popsy's,1,New Delhi,"Shop 1 & 2, K Block, Mahipalpur Extension, Near Labor Chowk, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.12402220000001,28.5433267,"North Indian, South Indian, Continental, Fast Food",550,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,5,"L-101, Mahipalpur - Rangpuri Rd, Block E, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4805,5042,303958,Prabhu,1,New Delhi,"Opposite Vishal Mega Mart, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1245783,28.5470031,"Fast Food, North Indian, Bakery",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,8,"79, Gurgaon - Delhi Expy, Block B, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4806,5043,4311,Saptagiri,1,New Delhi,"L73/L322, NH8, Near IGI Airport, Mahipalpur Extension, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1229435,28.5455533,"North Indian, Mughlai, Chinese, Continental, Fast Food",900,Indian Rupees(Rs.),Yes,No,No,No,2,2.8,Orange,Average,10,"Near to IGI Airport, NH 8, Before Hotel Radission, L- 322, Gurgaon - Delhi Expy, Block R, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4807,5044,7309,Spice Hut,1,New Delhi,"L 380, Near Allahabad Bank & Red Light Chowk, NH 8, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1237408,28.5462109,"North Indian, Fast Food, Biryani",500,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,15,"L-22/380, NH 48, L block, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110076, India",IND
4808,5045,7307,Taste of Vishal,1,New Delhi,"Hotel Vishal Residency, NH 8, Rangpuri, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1187632,28.5426875,"North Indian, Chinese",900,Indian Rupees(Rs.),Yes,No,No,No,2,2.9,Orange,Average,6,"R-P-46, Swarna Jayanti Marg, Block R, Milakpur Kohi Rangpuri, Mahipalpur, New Delhi, Delhi 110037, India",IND
4809,5046,4315,The Tandoori Night,1,New Delhi,"A-79, Chandgi Ram Building, Vasant Kunj Road, NH 8, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1249212,28.5467289,"Biryani, Chinese, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,5,"A-79, Delhi - Jaipur Expy, Block B, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4810,5047,305151,Traffic Jaam,1,New Delhi,"A-63, Street 1, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1267191,28.5468118,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,5,"391, Street Number 1, Block B, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4811,5048,7366,Tripti,1,New Delhi,"A-67/1, NH 8 Extention, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.127618,28.5492281,"North Indian, Chinese, Mughlai, South Indian",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,16,"1104, Delhi - Jaipur Expy, Block B, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4812,5049,9141,Uttaranchal Dhaba & Restaurant,1,New Delhi,"78, Main Mehrauli Road, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.12856190000002,28.5437174,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,"H-76/1, Rao Harnath Marg, Mahipalpur Extension, Mahipalpur, New Delhi, Delhi 110037, India",IND
4813,5050,18333396,Wah Ji Wah,1,New Delhi,"A-79, Main Red Light Chowk, Opposite Vishal Mega Mart, Main Vasant Kunj Road, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1247414,28.546711600000005,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,"A-79, Delhi - Jaipur Expy, Block B, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4814,5051,7363,Resto 37,1,New Delhi,"Hotel Delhi 37, A-78, NH 8, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1286068,28.5500399,"North Indian, Chinese, Continental, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.9,Yellow,Good,23,"A66 shop no 4 Gali no 7 road no 4 Ablock, Block RZ, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4815,5052,305181,Aakash Sweets & Caterers,1,New Delhi,"L 96, Old Rangpuri Road, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.12429190000002,28.5434422,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"K-96, Mahipalpur - Rangpuri Rd, K-Block, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4816,5053,18403469,Aapka Mangal Restaurant,1,New Delhi,"L-192, Gali 7, Near Labour Chowk, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.12384240000002,28.5446537,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,"L - 196, Street - 7D, L block, Mahipalpur Extension, Mahipalpur, New Delhi, Delhi 110037, India",IND
4817,5054,18416845,Al-Karim,1,New Delhi,"L-1, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1254605,28.5459741,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"578, Mehrauli Mahipalpur Rd, L block, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4818,5055,302475,Apna Dhaba,1,New Delhi,"Near Kavira Garden, NH-8, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.09969759999998,28.5232706,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"Delhi - Jaipur Expy, Yawantika Colony, Samalka, New Delhi, Delhi 110037, India",IND
4819,5056,18489805,Burger Wala,1,New Delhi,"K-26-C, Main Road, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.128427,28.5441077,"Burger, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"K48, Mahipalpur Extension, Mahipalpur, New Delhi, Delhi 110037, India",IND
4820,5057,302473,Cafe Highway,1,New Delhi,"Near Kavira Garden, NH-8, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1077373,28.5332421,"Fast Food, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"110037, Delhi - Jaipur Expy, Avenue Bouganvillea, Rangpuri, New Delhi, Delhi 110037, India",IND
4821,5058,18361932,Cake Point,1,New Delhi,"Opposite NSG Camp, Mahipalpur Extension, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1333427,28.5489147,"Bakery, Desserts",600,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,0,"Shop no. 9 , Ramesh Chander Sehrawat complex, Near Old Sabzi Mandi, Rangpuri Road, Mahipalpur, Mahipalpur Extension, Mahipalpur, New Delhi, Delhi 110037, India",IND
4822,5059,18414467,Chatori Zubaan Chur Chur Naan,1,New Delhi,"NH8, Opposite IGI Airport, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.11673520000002,28.5386133,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"567, Gurgaon - Delhi Expy, Mahipalpur, New Delhi, Delhi 110076, India",IND
4823,5060,18358665,Coffee Shop,1,New Delhi,"Dee Marks Hotel & Resort, Adjoining Shiv Murti, NH 8, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.11377359999999,28.535442100000004,"Cafe, North Indian, Continental",1000,Indian Rupees(Rs.),No,No,No,No,3,0.0,White,Not rated,0,"Dee Marks Hotel & Resort, NH 8, Mahipalpur, Mahipalpur, South Delhi, Avenue Bouganvillea, Rangpuri, New Delhi, Delhi 110037, India",IND
4824,5062,18358663,Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,1,New Delhi,"Shop 1, Badam Singh Market, Rangpuri Bus Stop, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.11814059999998,28.5415117,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"319/2/2, Badam Singh Market Rangpuri Commerical Plaza, near Radission Hotel Plaza, Milakpur Kohi Rangpuri, Rangpuri, New Delhi, Delhi 110037, India",IND
4825,5063,18489807,Dolphin - The Food Cafe,1,New Delhi,"Labour Chouk Mahipalpur, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1241504,28.5434269,"North Indian, Mughlai, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"L-99, Mahipalpur - Rangpuri Rd, Block E, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4826,5064,305183,First Treat Bakers,1,New Delhi,"K 98, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1267191,28.5443024,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,"K-17, K-Block, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4827,5065,305153,Flavours Of Delhi,1,New Delhi,"A-25, KH 393, Near IGI Airport, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.12502990000002,28.5472207,"North Indian, Chinese, Fast Food",650,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,"79, Mahipalpur Flyover, Block B, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4828,5066,18372674,Foresto Lawn & Restaurant,1,New Delhi,"Plot 802/2, Block K, Main Vasant Kunj Road, Near Mata Chowk & Prem Maruti, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1293063,28.541621000000006,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,"Mata Chowk, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4829,5067,18356797,Jain Sweets & Bakers,1,New Delhi,"A Block, Near Main Red Light Chowk, Opposite Vishal Mega Mart, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1247414,28.5469805,"North Indian, Mithai",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,"79, Gurgaon - Delhi Expy, Block B, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4830,5068,18414511,JD's Restaurant,1,New Delhi,"A 50/2, Lane 1, Near Manoj Telecom, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1281314,28.5470234,"North Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"MHP-2139, MHP-2139, Block B, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4831,5070,18358661,Kaka De Dhaba,1,New Delhi,"Badam Singh Market, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1228536,28.545455100000005,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"L-323 first floor, Aggarwal Tour and Travels, Block R, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4832,5071,18180072,Kolcata Bengali Dhaba,1,New Delhi,"Gali 7, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.12393229999998,28.5435869,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"L-103, Street Number 7, Block E, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4833,5073,18416830,M&S Coffee Cafe,1,New Delhi,"Shop 105, Old Rangpuri Road, Labour Chowk, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.12411209999998,28.543156,Fast Food,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,"Labour chowk, Street Number 6, K-Block, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4834,5074,18357534,Malabar Style Kitchen,1,New Delhi,"K-311, Gali No. 4, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1249279,28.542901300000004,Kerala,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"285, Street Number 4A, K-Block, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4835,5075,18356819,Mathura Lassi Wala,1,New Delhi,"K-Block, Rangpuri Road, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.125056,28.5438292,"North Indian, Chinese, South Indian",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"112, Street Number 3, K-Block, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110076, India",IND
4836,5076,18356795,Metropolitan Cafe,1,New Delhi,"A-2/269, Road 2, Near Good Luck Hotel, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1257302,28.5477027,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,"A2, Swarna Jayanti Marg, Block B, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4837,5077,18357529,Mr. Bake,1,New Delhi,"L-96, Shubraj Complex, Labour Chowk, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1242983,28.5434512,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,"K-96, Mahipalpur - Rangpuri Rd, K-Block, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4838,5078,311666,Mughal-E-Zaika,1,New Delhi,"K111 Rang Puri Road, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.12375250000002,28.54348,"Mughlai, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,"Amba Complex, Street Number 7, Block E, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
4839,5079,18357541,Mukesh Bhojnalaya,1,New Delhi,"K-4, Shop 159, Rangpuri Road, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1248542,28.5430525,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,"285, Street Number 4A, K-Block, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037, India",IND
